record_id,source_sheet,source_row,numbers_fighter_id,fighter_name,matched_fighter_id,candidate_fighter_id,division,promotion_raw,promotion_id,event_number_raw,event_number_normalized,bout_format,opponent_name,opponent_numbers_fighter_id,opponent_matched_fighter_id,opponent_candidate_fighter_id,result_mark,result,detail_raw
numbers_record_0094,個人成績,95,numbers_fighter_017,オーシューデーモン,fighter_452ac4db9c,fighter_452ac4db9c,,MH,mh,24.0,24,ワンマッチ,トルー・パルドレス,numbers_fighter_012,fighter_23a078dc11,fighter_23a078dc11,⚫︎,loss,1R ヒールホールド
numbers_record_0095,個人成績,96,numbers_fighter_017,オーシューデーモン,fighter_452ac4db9c,fighter_452ac4db9c,,MH,mh,27.0,27,ワンマッチ,らんちゃーすがや,numbers_fighter_001,rancher_sugaya,rancher_sugaya,⚫︎,loss,1R 2:55 アームロック
numbers_record_0096,個人成績,97,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,ライト,MH,mh,29.0,29,ワンマッチ,ビクトル・ナッカー,numbers_fighter_032,fighter_7c5cf999ac,fighter_7c5cf999ac,⚪︎,win,"1R 3:21 TKO(パウンド®️)
メジャーデビュー戦"
numbers_record_0097,個人成績,98,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MH,mh,30.0,30,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚪︎,win,1R 1:47 KO(左ストレート)
numbers_record_0098,個人成績,99,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MH,mh,31.0,31,ワンマッチ,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚫︎,loss,3R 判定0-3
numbers_record_0099,個人成績,100,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MH,mh,32.0,32,ワンマッチ,ヨルセン・バクダリア,numbers_fighter_028,fighter_4315a5de6a,fighter_4315a5de6a,⚪︎,win,1R 1:48 KO(グラウンドからの肘連打)
numbers_record_0100,個人成績,101,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MH,mh,34.0,34,ワンマッチ,ジョン・バレー,numbers_fighter_035,fighter_eddb8db316,fighter_eddb8db316,⚪︎,win,"1R 0:13 KO(左ストレート)
RF時代から数えて5度目の対戦"
numbers_record_0101,個人成績,102,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MAXバウト,max_bout,第7回 1回戦B,第7回 1回戦B,トーナメント,きたむら,numbers_fighter_083,kitamura,kitamura,⚪︎,win,"3R 2:02 KO(左フック→パウンド)
二回戦進出"
numbers_record_0102,個人成績,103,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MAXバウト,max_bout,第7回 2回戦A,第7回 2回戦A,トーナメント,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚪︎,win,"2R 2:43 KO(ボディへの膝蹴り)
準決勝進出"
numbers_record_0103,個人成績,104,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MAXバウト,max_bout,第7回 準決勝A,第7回 準決勝A,トーナメント,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚫︎,loss,"1R 4:15 リアネイキッドチョーク
準決勝敗退"
numbers_record_0104,個人成績,105,numbers_fighter_018,イスカン・アステ,fighter_82d519db98,fighter_82d519db98,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚪︎,win,3R 1:57 KO(左フック→パウンド)
numbers_record_0105,個人成績,106,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,ライト,MH,mh,22.0,22,タイトル,サイク・アーマー,,,,⚪︎,win,"1R 腕ひしぎ十字固め
第4代MHライト級王者戴冠
サイク・アーマーはこの試合で引退表明"
numbers_record_0106,個人成績,107,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MH,mh,24.0,24,タイトル,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚪︎,win,"2R フロントチョーク
初防衛"
numbers_record_0107,個人成績,108,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第6回 1回戦B,第6回 1回戦B,トーナメント,ローリングJr,numbers_fighter_003,,jr,⚪︎,win,"3R 2:54 リアネイキッドチョーク
二回戦進出"
numbers_record_0108,個人成績,109,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第6回 2回戦,第6回 2回戦,トーナメント,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚪︎,win,"1R 3:08 トライアングルチョーク
準決勝進出"
numbers_record_0109,個人成績,110,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第6回 準決勝,第6回 準決勝,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"3R 判定2-1
準決勝敗退"
numbers_record_0110,個人成績,111,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MH,mh,30.0,30,タイトル,さんごく,numbers_fighter_022,sangoku,sangoku,⚪︎,win,"3R 3:07 肩固め
2度目の防衛"
numbers_record_0111,個人成績,112,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MH,mh,32.0,32,ノンタイトル,アイス・トロン,numbers_fighter_055,ice_tron,ice_tron,⚪︎,win,判定3-0
numbers_record_0112,個人成績,113,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第7回 1回戦A,第7回 1回戦A,トーナメント,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚪︎,win,"1R 4:09 KO(肘打ち→パウンド)
二回戦進出"
numbers_record_0113,個人成績,114,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第7回 2回戦A,第7回 2回戦A,トーナメント,つくりはら,numbers_fighter_085,tsukurihara,tsukurihara,⚪︎,win,"2R 2:49 アームバー
準決勝進出"
numbers_record_0114,個人成績,115,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第7回 準決勝A,第7回 準決勝A,トーナメント,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚪︎,win,"1R 4:15 リアネイキッドチョーク
決勝進出"
numbers_record_0115,個人成績,116,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,第7回 決勝,第7回 決勝,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"2R 1:03 KO(左フック)
第7回MAXバウトライト級トーナメント準優勝"
numbers_record_0116,個人成績,117,numbers_fighter_019,ランダーデビル,lander_devil,lander_devil,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,わく,numbers_fighter_082,waku,waku,⚪︎,win,1R 3:00 リアネイキッドチョーク
numbers_record_0117,個人成績,118,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,ライト,MH,mh,22.0,22,ワンマッチ,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚫︎,loss,3R 判定1-2
numbers_record_0118,個人成績,119,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,24.0,24,ワンマッチ,ジョン・バレー,numbers_fighter_035,fighter_eddb8db316,fighter_eddb8db316,⚪︎,win,3R KO(左ストレート)
numbers_record_0119,個人成績,120,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,28.0,28,ワンマッチ,かわかみ,numbers_fighter_027,kawakami,kawakami,⚪︎,win,1R 2:39 KO(左フック→パウンド)
numbers_record_0120,個人成績,121,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,30.0,30,ワンマッチ,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚫︎,loss,1R 1:47 KO(左ストレート)
numbers_record_0121,個人成績,122,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,32.0,32,ワンマッチ,バンドルフ・ガルブンタ,numbers_fighter_029,fighter_6cc24375aa,fighter_6cc24375aa,⚪︎,win,2R 2:49 KO(左アッパー→パウンド)
numbers_record_0122,個人成績,123,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,33.0,33,ワンマッチ,ムラト・クツワ,numbers_fighter_026,fighter_ceabf5fde9,fighter_ceabf5fde9,⚪︎,win,1R 2:23 KO(左フック)
numbers_record_0123,個人成績,124,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,34.0,34,ワンマッチ,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚫︎,loss,1R 2:16 ダースチョーク
numbers_record_0124,個人成績,125,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MAXバウト,max_bout,第7回 1回戦A,第7回 1回戦A,トーナメント,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚫︎,loss,"1R 4:09 KO(肘打ち→パウンド)
一回戦敗退"
numbers_record_0125,個人成績,126,numbers_fighter_020,キマイラ,fighter_a5b1c7ad26,fighter_a5b1c7ad26,,MH,mh,36.0,36,ワンマッチ,さんごく,numbers_fighter_022,sangoku,sangoku,⚫︎,loss,1R 3:20 KO(右フック)
numbers_record_0126,個人成績,127,numbers_fighter_021,くわしお,kuwashio,kuwashio,ライト,MH,mh,22.0,22,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚪︎,win,3R 判定2-1
numbers_record_0127,個人成績,128,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,23.0,23,ワンマッチ,バンドルフ・ガルブンタ,numbers_fighter_029,fighter_6cc24375aa,fighter_6cc24375aa,⚪︎,win,3R TKO(膝蹴り→パウンド ®️)
numbers_record_0128,個人成績,129,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,24.0,24,ワンマッチ,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚫︎,loss,2R フロントチョーク
numbers_record_0129,個人成績,130,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,26.0,26,ワンマッチ,ジョン・バレー,numbers_fighter_035,fighter_eddb8db316,fighter_eddb8db316,⚫︎,loss,3R 判定0-3
numbers_record_0130,個人成績,131,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,28.0,28,ワンマッチ,ローリングJr,numbers_fighter_003,,jr,⚪︎,win,2R 2:05 ギロチンチョーク
numbers_record_0131,個人成績,132,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,29.0,29,ワンマッチ,さんごく,numbers_fighter_022,sangoku,sangoku,⚫︎,loss,2R 3:38 KO(左ストレート)
numbers_record_0132,個人成績,133,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,31.0,31,ワンマッチ,ビクトル・ナッカー,numbers_fighter_032,fighter_7c5cf999ac,fighter_7c5cf999ac,⚪︎,win,1R 4:11 KO(左フック→パウンド)
numbers_record_0133,個人成績,134,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MH,mh,32.0,32,ワンマッチ,バン・ベルソーザ,numbers_fighter_034,fighter_c6b52ed0b2,fighter_c6b52ed0b2,⚪︎,win,3R 3:05 KO(左ストレート)
numbers_record_0134,個人成績,135,numbers_fighter_021,くわしお,kuwashio,kuwashio,,MAXバウト,max_bout,第7回 1回戦A,第7回 1回戦A,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"1R 2:00 KO(跳び膝蹴り→パウンド)
一回戦敗退"
numbers_record_0135,個人成績,136,numbers_fighter_022,さんごく,sangoku,sangoku,ライト,MH,mh,23.0,23,ワンマッチ,ジョン・バレー,numbers_fighter_035,fighter_eddb8db316,fighter_eddb8db316,⚪︎,win,"1R KO(左フック)
メジャーデビュー戦"
numbers_record_0136,個人成績,137,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,24.0,24,ワンマッチ,ホウショウ,,,,⚪︎,win,1R KO(左フック)
numbers_record_0137,個人成績,138,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,25.0,25,ワンマッチ,ファビオ・パーピル,,,,⚪︎,win,1R 0:19 KO(パウンド)
numbers_record_0138,個人成績,139,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,26.0,26,ワンマッチ,ストライン・カーン,numbers_fighter_031,fighter_5a3a5740e6,fighter_5a3a5740e6,⚪︎,win,1R 1:31 KO(左フック)
numbers_record_0139,個人成績,140,numbers_fighter_022,さんごく,sangoku,sangoku,,MAXバウト,max_bout,第6回 1回戦A,第6回 1回戦A,トーナメント,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,"1R 4:37 KO(左フック→パウンド)
一回戦敗退"
numbers_record_0140,個人成績,141,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,27.0,27,ワンマッチ,ヨルセン・バクダリア,numbers_fighter_028,fighter_4315a5de6a,fighter_4315a5de6a,⚪︎,win,2R 0:53KO(左フック一撃)
numbers_record_0141,個人成績,142,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,29.0,29,ワンマッチ,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚪︎,win,2R 3:38 KO(左ストレート)
numbers_record_0142,個人成績,143,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,30.0,30,タイトル,テール・ジャンク,numbers_fighter_011,tail_junk,tail_junk,⚫︎,loss,"3R 3:07 肩固め
王座挑戦失敗"
numbers_record_0143,個人成績,144,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,32.0,32,ワンマッチ,レオナルド・フォードバック,numbers_fighter_033,fighter_675633087d,fighter_675633087d,⚪︎,win,1R 0:45 KO(左フック→パウンド)
numbers_record_0144,個人成績,145,numbers_fighter_022,さんごく,sangoku,sangoku,,MAXバウト,max_bout,第7回 1回戦B,第7回 1回戦B,トーナメント,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚫︎,loss,"3R 2:09 リアネイキッドチョーク
一回戦敗退"
numbers_record_0145,個人成績,146,numbers_fighter_022,さんごく,sangoku,sangoku,,MH,mh,36.0,36,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚪︎,win,1R 3:20 KO(右フック)
numbers_record_0146,個人成績,147,numbers_fighter_022,さんごく,sangoku,sangoku,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,きたむら,numbers_fighter_083,kitamura,kitamura,⚫︎,loss,3R 0:10 KO(左フック→パウンド)
numbers_record_0147,個人成績,148,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,ライト,MH,mh,29.0,29,ワンマッチ,ヨルセン・バクダリア,numbers_fighter_028,fighter_4315a5de6a,fighter_4315a5de6a,⚪︎,win,"1R 1:32 KO(右フック)
メジャーデビュー戦"
numbers_record_0148,個人成績,149,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MH,mh,30.0,30,ワンマッチ,ムラト・クツワ,numbers_fighter_026,fighter_ceabf5fde9,fighter_ceabf5fde9,⚪︎,win,1R 1:53 TKO(パウンド→タオル投入)
numbers_record_0149,個人成績,150,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MH,mh,31.0,31,ワンマッチ,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚪︎,win,3R 判定3-0
numbers_record_0150,個人成績,151,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MH,mh,33.0,33,ワンマッチ,ローリングJr,numbers_fighter_003,,jr,⚫︎,loss,1R 1:31 ギロチンチョーク
numbers_record_0151,個人成績,152,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MH,mh,34.0,34,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚪︎,win,1R 2:16 ダースチョーク
numbers_record_0152,個人成績,153,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MAXバウト,max_bout,第7回 1回戦B,第7回 1回戦B,トーナメント,さんごく,numbers_fighter_022,sangoku,sangoku,⚪︎,win,"3R 2:09 リアネイキッドチョーク
二回戦進出"
numbers_record_0153,個人成績,154,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MAXバウト,max_bout,第7回 2回戦B,第7回 2回戦B,トーナメント,ローリングJr,numbers_fighter_003,,jr,⚪︎,win,"1R 3:29 KO(パウンド連打)
準決勝進出
試合後ダブド・ガブリシャンへ注意１"
numbers_record_0154,個人成績,155,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MAXバウト,max_bout,第7回 準決勝B,第7回 準決勝B,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"1R 2:21 KO(アームバー→パウンド)
準決勝敗退"
numbers_record_0155,個人成績,156,numbers_fighter_023,ダブド・ガブリシャン,fighter_25fddbaacc,fighter_25fddbaacc,,MAXバウト,max_bout,SP2,SP2,ワンマッチ,マルコ・フレイザー,numbers_fighter_059,marco_fraser,marco_fraser,⚫︎,loss,3R 判定1-2
numbers_record_0156,個人成績,157,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,ライト,エンペラー,emperor,105.0,105,タイトル,コルト・アプロー,numbers_fighter_056,colt_apro,colt_apro,⚫︎,loss,"2R 判定0-3 
エンペラーライト級王座陥落"
numbers_record_0157,個人成績,158,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,エンペラー,emperor,107.0,107,ワンマッチ,くにさだ,,,,⚪︎,win,3R KO(スタンドパンチ連打）
numbers_record_0158,個人成績,159,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,エンペラー,emperor,108.0,108,ワンマッチ,さくらい,numbers_fighter_045,sakurai,sakurai,⚪︎,win,2R 2:43 KO(左ボディ→パンチ→ボディへの膝)
numbers_record_0159,個人成績,160,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,エンペラー,emperor,109.0,109,ワンマッチ,ナパーム,,,,⚪︎,win,2R 2:50 TKO(パウンド®️)
numbers_record_0160,個人成績,161,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,MAXバウト,max_bout,第6回 1回戦A,第6回 1回戦A,トーナメント,パット・バミューダ,numbers_fighter_064,fighter_ce9074c06f,fighter_ce9074c06f,⚪︎,win,"2R 1:29 グラウンド肘打ち
二回戦進出"
numbers_record_0161,個人成績,162,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,MAXバウト,max_bout,第6回 2回戦,第6回 2回戦,トーナメント,ブルーワン,numbers_fighter_058,blue_one,blue_one,⚫︎,loss,"1R 3:24 KO(左フック)
二回戦敗退"
numbers_record_0162,個人成績,163,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,MH,mh,28.0,28,ワンマッチ,ストライン・カーン,numbers_fighter_031,fighter_5a3a5740e6,fighter_5a3a5740e6,⚪︎,win,"1R 3:35 KO(左ハイ→パウンド)
ストライン・カーン引退試合"
numbers_record_0163,個人成績,164,numbers_fighter_055,アイス・トロン,ice_tron,ice_tron,,MH,mh,32.0,32,ノンタイトル,ランダーデビル,numbers_fighter_019,lander_devil,lander_devil,⚫︎,loss,3R 判定0-3
numbers_record_0164,個人成績,165,numbers_fighter_024,ヤック・タイアット,,ヤック・タイアット,ライト,MH,mh,37.0,37,ワンマッチ,きくちぴあのせん,numbers_fighter_025,,きくちぴあのせん,⚫︎,loss,"1R 0:45 リアネイキッドチョーク
メジャーデビュー戦"
numbers_record_0165,個人成績,166,numbers_fighter_025,きくちぴあのせん,,きくちぴあのせん,ライト,MH,mh,37.0,37,ワンマッチ,ヤック・タイアット,numbers_fighter_024,,ヤック・タイアット,⚪︎,win,"1R 0:45 リアネイキッドチョーク
メジャーデビュー戦"
numbers_record_0166,個人成績,167,numbers_fighter_026,ムラト・クツワ,fighter_ceabf5fde9,fighter_ceabf5fde9,ライト,MH,mh,29.0,29,ワンマッチ,ジョン・バレー,numbers_fighter_035,fighter_eddb8db316,fighter_eddb8db316,⚪︎,win,"1R 2:31 TKO(左フック→パウンド®️)
メジャーデビュー戦"
numbers_record_0167,個人成績,168,numbers_fighter_026,ムラト・クツワ,fighter_ceabf5fde9,fighter_ceabf5fde9,,MH,mh,30.0,30,ワンマッチ,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚫︎,loss,1R 1:53 TKO(パウンド→タオル投入)
numbers_record_0168,個人成績,169,numbers_fighter_026,ムラト・クツワ,fighter_ceabf5fde9,fighter_ceabf5fde9,,MH,mh,33.0,33,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚫︎,loss,1R 2:23 KO(左フック)
numbers_record_0169,個人成績,170,numbers_fighter_026,ムラト・クツワ,fighter_ceabf5fde9,fighter_ceabf5fde9,,MH,mh,35.0,35,ワンマッチ,かわかみ,numbers_fighter_027,kawakami,kawakami,⚪︎,win,3R 判定2-1
numbers_record_0170,個人成績,171,numbers_fighter_027,かわかみ,kawakami,kawakami,ライト,MH,mh,28.0,28,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚫︎,loss,"1R 2:39 KO(左フック→パウンド)
メジャーデビュー戦"
numbers_record_0171,個人成績,172,numbers_fighter_027,かわかみ,kawakami,kawakami,,MH,mh,29.0,29,ワンマッチ,ローリングJr,numbers_fighter_003,,jr,⚫︎,loss,1R 1:23 ギロチンチョーク
numbers_record_0172,個人成績,173,numbers_fighter_027,かわかみ,kawakami,kawakami,,MH,mh,31.0,31,ワンマッチ,ヨルセン・バクダリア,numbers_fighter_028,fighter_4315a5de6a,fighter_4315a5de6a,⚫︎,loss,3R 判定0-3
numbers_record_0173,個人成績,174,numbers_fighter_027,かわかみ,kawakami,kawakami,,MH,mh,35.0,35,ワンマッチ,ムラト・クツワ,numbers_fighter_026,fighter_ceabf5fde9,fighter_ceabf5fde9,⚫︎,loss,3R 判定2-1
numbers_record_0174,個人成績,175,numbers_fighter_028,ヨルセン・バクダリア,fighter_4315a5de6a,fighter_4315a5de6a,ライト,MH,mh,27.0,27,ワンマッチ,さんごく,numbers_fighter_022,sangoku,sangoku,⚫︎,loss,"2R 0:53KO(左フック一撃)
メジャーデビュー戦"
numbers_record_0175,個人成績,176,numbers_fighter_028,ヨルセン・バクダリア,fighter_4315a5de6a,fighter_4315a5de6a,,MH,mh,29.0,29,ワンマッチ,ダブド・ガブリシャン,numbers_fighter_023,fighter_25fddbaacc,fighter_25fddbaacc,⚫︎,loss,1R 1:32 KO(右フック)
numbers_record_0176,個人成績,177,numbers_fighter_028,ヨルセン・バクダリア,fighter_4315a5de6a,fighter_4315a5de6a,,MH,mh,31.0,31,ワンマッチ,かわかみ,numbers_fighter_027,kawakami,kawakami,⚪︎,win,3R 判定3-0
numbers_record_0177,個人成績,178,numbers_fighter_028,ヨルセン・バクダリア,fighter_4315a5de6a,fighter_4315a5de6a,,MH,mh,32.0,32,ワンマッチ,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚫︎,loss,1R 1:48 KO(グラウンドからの肘連打)
numbers_record_0178,個人成績,179,numbers_fighter_029,バンドルフ・ガルブンタ,fighter_6cc24375aa,fighter_6cc24375aa,ライト,MH,mh,22.0,22,ワンマッチ,みずうち,,,,⚪︎,win,1R フロントチョーク
numbers_record_0179,個人成績,180,numbers_fighter_029,バンドルフ・ガルブンタ,fighter_6cc24375aa,fighter_6cc24375aa,,MH,mh,23.0,23,ワンマッチ,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚫︎,loss,3R TKO(膝蹴り→パウンド レフェリーストップ)
numbers_record_0180,個人成績,181,numbers_fighter_029,バンドルフ・ガルブンタ,fighter_6cc24375aa,fighter_6cc24375aa,,MH,mh,26.0,26,ワンマッチ,ビクトル・ナッカー,numbers_fighter_032,fighter_7c5cf999ac,fighter_7c5cf999ac,⚫︎,loss,1R 4:11 (右フック→パンチ連打)
numbers_record_0181,個人成績,182,numbers_fighter_029,バンドルフ・ガルブンタ,fighter_6cc24375aa,fighter_6cc24375aa,,MH,mh,30.0,30,ワンマッチ,ローリングJr,numbers_fighter_003,,jr,⚫︎,loss,1R 2:05 KO(膝蹴り)
numbers_record_0182,個人成績,183,numbers_fighter_029,バンドルフ・ガルブンタ,fighter_6cc24375aa,fighter_6cc24375aa,,MH,mh,32.0,32,ワンマッチ,キマイラ,numbers_fighter_020,fighter_a5b1c7ad26,fighter_a5b1c7ad26,⚫︎,loss,2R 2:49 KO(左アッパー→パウンド)
numbers_record_0183,個人成績,184,numbers_fighter_030,のこぎりやまだ,,のこぎりやまだ,ライト,MH,mh,25.0,25,ワンマッチ,ストライン・カーン,numbers_fighter_031,fighter_5a3a5740e6,fighter_5a3a5740e6,⚫︎,loss,3R 判定1-2
numbers_record_0184,個人成績,185,numbers_fighter_031,ストライン・カーン,fighter_5a3a5740e6,fighter_5a3a5740e6,ライト,MH,mh,25.0,25,ワンマッチ,のこぎりやまだ,numbers_fighter_030,,のこぎりやまだ,⚪︎,win,3R 判定2-1
numbers_record_0185,個人成績,186,numbers_fighter_031,ストライン・カーン,fighter_5a3a5740e6,fighter_5a3a5740e6,,MH,mh,26.0,26,ワンマッチ,さんごく,numbers_fighter_022,sangoku,sangoku,⚫︎,loss,1R 1:31 KO(左フック)
numbers_record_0186,個人成績,187,numbers_fighter_031,ストライン・カーン,fighter_5a3a5740e6,fighter_5a3a5740e6,,MH,mh,28.0,28,ワンマッチ,アイス・トロン,numbers_fighter_055,ice_tron,ice_tron,⚫︎,loss,"1R 3:35 KO(左ハイ→パウンド)
引退試合、生涯戦績49戦30勝19敗"
numbers_record_0187,個人成績,188,numbers_fighter_032,ビクトル・ナッカー,fighter_7c5cf999ac,fighter_7c5cf999ac,ライト,MH,mh,26.0,26,ワンマッチ,バンドルフ・ガルブンタ,numbers_fighter_029,fighter_6cc24375aa,fighter_6cc24375aa,⚪︎,win,1R 4:11 (右フック→パンチ連打)
numbers_record_0188,個人成績,189,numbers_fighter_032,ビクトル・ナッカー,fighter_7c5cf999ac,fighter_7c5cf999ac,,MH,mh,29.0,29,ワンマッチ,イスカン・アステ,numbers_fighter_018,fighter_82d519db98,fighter_82d519db98,⚫︎,loss,1R 1:47 KO(左ストレート)
numbers_record_0189,個人成績,190,numbers_fighter_032,ビクトル・ナッカー,fighter_7c5cf999ac,fighter_7c5cf999ac,,MH,mh,31.0,31,ワンマッチ,くわしお,numbers_fighter_021,kuwashio,kuwashio,⚫︎,loss,1R 4:11 KO(左フック→パウンド)
numbers_record_0190,個人成績,191,numbers_fighter_033,レオナルド・フォードバック,fighter_675633087d,fighter_675633087d,ライト,MH,mh,32.0,32,ワンマッチ,さんごく,numbers_fighter_022,sangoku,sangoku,⚫︎,loss,"1R 0:45 KO(左フック→パウンド)
メジャーデビュー戦"
