candidate_id,video_id,video_title,source_id,source_type,source_ref_id,source_title,source_url,mention_types,matched_texts,content_preview,confidence,notes
video-source-0048,youtube_ybuh3hm_hla,アラカクラジオ【粗塩】Vol.１,youtube_description:youtube_ybuh3hm_hla,youtube_description,youtube_ybuh3hm_hla,アラカクラジオ【粗塩】Vol.１,https://www.youtube.com/watch?v=YbuH3Hm-HLA,note_url:1 | youtube_url:2,https://note.com/xyz1090 | https://youtu.be/IY1WaJ22vP0 | https://youtu.be/RSdWBnQvynU,アラカクの上級者向けラジオです！ 【荒木の架空の格闘技=ARAKAKU】 ARAKAKUが始まります。 ARAKAKUとは何かをこのYouTubeチャンネルで知ってもらえたら嬉しいです🥊 ARAKAKU note https://note.com/xyz1090 ARAKAKU Twitter https://mobile.twitter.com/ARAKAKU1 ケイダッシュステージ所属の芸人でもあります。 【クロコップ】 にんじゃりばんばん⬇️ https://youtu...,high,YouTube description source document is available for this video.
video-source-0049,youtube_e9jzz_cm63g,アラカクラジオ【粗塩】Vol.3 第5回MAXバウトミドル級トーナメントベスト8の選手たちの話とか（外で撮ってて聴きにくいです）,youtube_description:youtube_e9jzz_cm63g,youtube_description,youtube_e9jzz_cm63g,アラカクラジオ【粗塩】Vol.3 第5回MAXバウトミドル級トーナメントベスト8の選手たちの話とか（外で撮ってて聴きにくいです）,https://www.youtube.com/watch?v=e9jZZ-Cm63g,event:6 | result:1,僕とアラカクファミリー（鈴木、太田）で第5回MAXバウトミドル級トーナメントの話をしています。 | 第５回MAXバウトミドル級トーナメント８ | ⑨タイトル⑩戦いたい相手 | ⑥メジャー戦績【11勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 | 第4回MAXバウトミドル級トーナメント優勝,僕とアラカクファミリー（鈴木、太田）で第5回MAXバウトミドル級トーナメントの話をしています。 （動画がぐちゃぐちゃしてラジオにしました） 第５回MAXバウトミドル級トーナメント８ 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数 ⑨タイトル⑩戦いたい相手 Ａ ①ミサ・ウィル・ジョー ②ラスボス ③年齢35歳④身長185cm⑤所属ミサイル・ジョー ⑥メジャー戦績【11勝1敗】⑦主戦団体エンペラー⑧MAXバウト2回目 ⑨元キングプロ...,high,YouTube description source document is available for this video.
video-source-0050,youtube_1qlpvbzpx4,アラカクライブ熱すぎるぜ！！,youtube_description:youtube_1qlpvbzpx4,youtube_description,youtube_1qlpvbzpx4,アラカクライブ熱すぎるぜ！！,https://www.youtube.com/watch?v=-1QlPvbzpX4,note_url:1,https://note.com/xyz1090,ファイヤーサンダー崎山 ファイヤーサンダーofficial YouTube channel ☆アラカク通信のーと https://note.com/xyz1090 ☆アラカク通信2 https://stand.fm/channels/67fd41ba87fe90ae17cea224 ☆クロコップ荒木 https://x.com/crocoparaki?s=21 #アラカク #あらかく#格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
video-source-0051,youtube_e5o8_bbfbq,アラカクは架空を超える！！【アラカクライブほぼFull】（概要欄も是非）,youtube_description:youtube_e5o8_bbfbq,youtube_description,youtube_e5o8_bbfbq,アラカクは架空を超える！！【アラカクライブほぼFull】（概要欄も是非）,https://www.youtube.com/watch?v=_E5o8_BBFbQ,event:2 | youtube_url:1,・行きたいけど予定があった、遠くて行けなかった、アラカクライブに行きたいけどあと一つ勇気が出なかった人用の動画です！！！ | ・アラカクライブはこんな感じですが会場で観るのとは全然ちがうと思います。 | https://www.youtube.com/live/J4aGT_FonzM?feature=share,・行きたいけど予定があった、遠くて行けなかった、アラカクライブに行きたいけどあと一つ勇気が出なかった人用の動画です！！！ （編集雑ですみません🙇） ・アラカクライブはこんな感じですが会場で観るのとは全然ちがうと思います。 （配信がないのも会場で観るのと違いすぎるため） 雰囲気だけでもお楽しみください！！ ・あとトンツカタン森本くんがアラカク話してくれてます！おこたしゃべり⬇️ https://www.youtube.com/live/J4aGT_FonzM?feature=s...,high,YouTube description source document is available for this video.
video-source-0052,youtube_xtlglo3vob4,まによんpresentsアラカクライブNo.17［2026開幕戦］【概要欄見て】,youtube_description:youtube_xtlglo3vob4,youtube_description,youtube_xtlglo3vob4,まによんpresentsアラカクライブNo.17［2026開幕戦］【概要欄見て】,https://www.youtube.com/watch?v=xTLGlO3vOB4,event:6 | youtube_url:5,2026年2月28日に開催されたアラカクライブNo.17をほぼ編集なしであげてます！ | ☆エンペラーNo.120 | ☆マウンテン・ヒーローズNo.39 | https://youtu.be/VDwwo72yU9s?si=XgCzRF5_4IQmQ6-0 | https://youtu.be/4cccIjMPRHU?si=AiaANVELch62r9-v,2026年2月28日に開催されたアラカクライブNo.17をほぼ編集なしであげてます！ ⚠️配信用では無いため画質も音も悪いです。 一部ライブとは違う曲を使用しています！ 【ライブで観戦した試合の選手情報！】 ☆エンペラーNo.120 ミドル級ワンマッチ 🟥チャールス・ブランディン35歳189cmオーバースロージム【3勝5敗】 🆚 🟦タイプ・ジー 30歳 185cm パーフェクトジム 【1勝0敗】 ☆マウンテン・ヒーローズNo.39 ミドル級ワンマッチ 🟥ぱいそんはやし 26歳...,high,YouTube description source document is available for this video.
video-source-0053,youtube_oftn9vz7u2c,まによんpresentsアラカクライブNo.16［秋の陣］【概要欄見て】,youtube_description:youtube_oftn9vz7u2c,youtube_description,youtube_oftn9vz7u2c,まによんpresentsアラカクライブNo.16［秋の陣］【概要欄見て】,https://www.youtube.com/watch?v=OFTN9VZ7U2c,event:7 | result:1 | youtube_url:4,10月25日に開催されたアラカクライブNo.16をほぼ編集なしであげてます！ | MAXバウトスペシャルワンマッチ大会No.2 | ⑥メジャー戦績⑦主戦団体⑧タイトル | 第5回 MAXバウトライト級GP優勝 | 第7回MAXバウトライト級GP優勝,10月25日に開催されたアラカクライブNo.16をほぼ編集なしであげてます！ ⚠️配信用では無いため画質も音も悪いです。 一部ライブとは違う曲を使用しています！ 【ライブで観戦した試合の選手情報！】 MAXバウトスペシャルワンマッチ大会No.2 🚨①名前②キャッチコピー ③年齢④身長⑤所属ジム ⑥メジャー戦績⑦主戦団体⑧タイトル 【アラカクお試し試合】 ☆ライト級スペシャルワンマッチ 🟥①ランダーデビル ②デビル軍最強の男 ③36歳④174cm⑤デビル軍 ⑥【29勝6敗】⑦M...,high,YouTube description source document is available for this video.
video-source-0054,youtube_yjwpan_r_c,まによんpresents!!アラカクライブ-秋の陣-,youtube_description:youtube_yjwpan_r_c,youtube_description,youtube_yjwpan_r_c,まによんpresents!!アラカクライブ-秋の陣-,https://www.youtube.com/watch?v=YJwpaN--r-c,event:1,9月30日（土）まによんpresentsアラカクライブ-秋の陣-のライブ模様です！,9月30日（土）まによんpresentsアラカクライブ-秋の陣-のライブ模様です！ ほぼノーカットです。 来れなかった方是非‼️ #アラカク #格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
video-source-0055,youtube_8hb2ekqhmlw,まによんpresents アラカクライブ【開幕戦】,youtube_description:youtube_8hb2ekqhmlw,youtube_description,youtube_8hb2ekqhmlw,まによんpresents アラカクライブ【開幕戦】,https://www.youtube.com/watch?v=8Hb2EkQhMlw,event:1,2024年3月29日（土）新宿で行われたアラカクライブの映像です！！,2024年3月29日（土）新宿で行われたアラカクライブの映像です！！ 配信用ではないため聞き取りにくかったり見ずらかったりします！！ 雰囲気だけでもどうぞ🤲 ほぼノーカットです。 来れなかった方是非‼️ #アラカク #あらかく #格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
video-source-0056,youtube_yn9h0c5mdhm,まによんpresents アラカクライブNo.14【第７回MAXバウトライト級GPベスト8抽選会】,youtube_description:youtube_yn9h0c5mdhm,youtube_description,youtube_yn9h0c5mdhm,まによんpresents アラカクライブNo.14【第７回MAXバウトライト級GPベスト8抽選会】,https://www.youtube.com/watch?v=yN9h0C5MDHM,event:1,2024年11月30日（土）新宿で行われたアラカクライブの映像です！！,2024年11月30日（土）新宿で行われたアラカクライブの映像です！！ 配信用ではないため聞き取りにくかったり見ずらかったりします！！ 雰囲気だけでもどうぞ🤲 ほぼノーカットです✂️ このライブは劇場で観れば100倍良いライブですので次回は是非とも劇場で🔥 #アラカク #あらかく #格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
video-source-0057,youtube_q950wpczume,まによんpresents アラカクライブNo.13【第７回MAXバウトライト級GP抽選会】,youtube_description:youtube_q950wpczume,youtube_description,youtube_q950wpczume,まによんpresents アラカクライブNo.13【第７回MAXバウトライト級GP抽選会】,https://www.youtube.com/watch?v=Q950wPcZuME,event:1,2024年7月27日（土）新宿で行われたアラカクライブの映像です！！,2024年7月27日（土）新宿で行われたアラカクライブの映像です！！ 配信用ではないため聞き取りにくかったり見ずらかったりします！！ 雰囲気だけでもどうぞ🤲 ほぼノーカットです。 来れなかった方は是非❗️ #アラカク #あらかく #格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
video-source-0058,youtube_fzjjfk0lzqw,まによんpresents アラカクライブNo.12【Born】,youtube_description:youtube_fzjjfk0lzqw,youtube_description,youtube_fzjjfk0lzqw,まによんpresents アラカクライブNo.12【Born】,https://www.youtube.com/watch?v=FZjjFK0lzQw,event:1,2024年5月25日（土）新宿で行われたアラカクライブの映像です！！,2024年5月25日（土）新宿で行われたアラカクライブの映像です！！ 配信用ではないため聞き取りにくかったり見ずらかったりします！！ 雰囲気だけでもどうぞ🤲 ほぼノーカットです。 来れなかった方是非‼️ ＊次回は7月27日（土）新宿バティオスです❗️ #アラカク #あらかく #格闘技 #架空 #クロコップ,high,YouTube description source document is available for this video.
video-source-0059,youtube_ge7twvxd9yu,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第二試合］ダブド・ガブリシャンvsローリングジュニア【概要欄見て】,youtube_description:youtube_ge7twvxd9yu,youtube_description,youtube_ge7twvxd9yu,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第二試合］ダブド・ガブリシャンvsローリングジュニア【概要欄見て】,https://www.youtube.com/watch?v=gE7TwvXD9yU,event:1 | result:1 | youtube_url:1,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 | https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg | 【第7回MAXバウトライト級GP二回戦Aブロック】🚨①名前②キャッチコピー③年齢④身長⑤所属ジム⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,【ライブ告知】 まによんpresents 『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 【日程】2025年1月31日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【最大延長】21時30分 【料金】前売り予約1500円／当日2000円 ⚠️アラカクの説明はありません❗️ こちら見てきたらわかりやすいです👀 ⬇️ https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg ご予約...,high,YouTube description source document is available for this video.
video-source-0060,youtube_2cpxeyxdlp8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,youtube_description:youtube_2cpxeyxdlp8,youtube_description,youtube_2cpxeyxdlp8,【見どころ動画】第7回MAXバウトライト級GP二回戦［Bブロック第一試合］コルト・アプローvsブルーワン【概要欄見て】,https://www.youtube.com/watch?v=2CpXEYXDlP8,event:2 | result:1 | youtube_url:1,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 | https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg | 【第7回MAXバウトライト級GP二回戦Aブロック】🚨①名前②キャッチコピー③年齢④身長⑤所属ジム⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | 第6回 MAXバウトライト級トーナメント優勝,【ライブ告知】 まによんpresents 『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 【日程】2025年1月31日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【最大延長】21時30分 【料金】前売り予約1500円／当日2000円 ⚠️アラカクの説明はありません❗️ こちら見てきたらわかりやすいです👀 ⬇️ https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg ご予約...,high,YouTube description source document is available for this video.
video-source-0061,youtube_3iszag1c2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,youtube_description:youtube_3iszag1c2f0,youtube_description,youtube_3iszag1c2f0,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第二試合］イスカン・アステvsマルコ・フレイザー【概要欄見て】,https://www.youtube.com/watch?v=3iSZAG1C2f0,event:1 | result:1 | youtube_url:1,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 | https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg | 【第7回MAXバウトライト級GP二回戦Aブロック】🚨①名前②キャッチコピー③年齢④身長⑤所属ジム⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手,【ライブ告知】 まによんpresents 『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 【日程】2025年1月31日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【最大延長】21時30分 【料金】前売り予約1500円／当日2000円 ⚠️アラカクの説明はありません❗️ こちら見てきたらわかりやすいです👀 ⬇️ https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg ご予約...,high,YouTube description source document is available for this video.
video-source-0062,youtube_uqc4ki4qmai,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第一試合］つくりはらvsランダーデビル【概要欄見て】,youtube_description:youtube_uqc4ki4qmai,youtube_description,youtube_uqc4ki4qmai,【見どころ動画】第7回MAXバウトライト級GP二回戦［Aブロック第一試合］つくりはらvsランダーデビル【概要欄見て】,https://www.youtube.com/watch?v=UqC4KI4QmaI,event:2 | result:1 | youtube_url:1,『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 | https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg | 【第7回MAXバウトライト級GP二回戦Aブロック】🚨①名前②キャッチコピー③年齢④身長⑤所属ジム⑥メジャー戦績⑦主戦団体⑧白グローブ出場回数⑨タイトル⑩戦いたい相手 | ☆Aブロック第一試合🟥①つくりはら②ラビット拳法伝承者③25歳④174cm⑤バトン柔術⑥【5勝0敗】⑦ターゲット⑧1回目⑨元ジ...,【ライブ告知】 まによんpresents 『アラカク試合だけのライブNo.2【第7回MAXバウトライト級GP二回戦】』 【日程】2025年1月31日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【最大延長】21時30分 【料金】前売り予約1500円／当日2000円 ⚠️アラカクの説明はありません❗️ こちら見てきたらわかりやすいです👀 ⬇️ https://youtu.be/yN9h0C5MDHM?si=PxsK3O8R8pYMOshg ご予約...,high,YouTube description source document is available for this video.
video-source-0063,youtube_cfwfi7poyto,【緊急動画③】メジャー団体の話（概要欄に詳しく載せてます）,youtube_description:youtube_cfwfi7poyto,youtube_description,youtube_cfwfi7poyto,【緊急動画③】メジャー団体の話（概要欄に詳しく載せてます）,https://www.youtube.com/watch?v=cfWfI7Poyto,event:6 | youtube_url:5,2020年ターゲットNo.85から5分3Rとなった。 | マウンテン・ヒーローズNo.23から | 【MAXバウト】 | MAXバウト（通称、白グローブ） | ☆MAXバウト公式ルール,メジャー3団体+1団体の説明！！ 🟦【ターゲット】 ターゲットとはスーパー運動が活動休止となり、その関係者が新しく立ち上げた団体。 2020年ターゲットNo.85から5分3Rとなった。 ☆ターゲット公式ルール ・1R5分3R制 ・青いオープンフィンガーグローブ ・3点ポジションでの頭部への蹴り、踏みつけ、サッカーボールキック有り ・肘打ち無し ☆ターゲットの階級 ライト級 72kg以下 ミドル級 92kg以下 ヘビー級 92kg以上 🟦【エンペラー】 エンペラーとは総合格闘技...,high,YouTube description source document is available for this video.
video-source-0064,youtube_brntqnevkws,【緊急動画②】アラカクの試合の見方（概要欄を是非 試合動画悪いです）,youtube_description:youtube_brntqnevkws,youtube_description,youtube_brntqnevkws,【緊急動画②】アラカクの試合の見方（概要欄を是非 試合動画悪いです）,https://www.youtube.com/watch?v=BRntqNevkws,youtube_url:6,https://youtu.be/guSWYDfnwlY | https://youtu.be/molvOpEROH4 | https://youtu.be/hCMMD8MEiso | https://youtu.be/WvN2b1O8SGA | https://youtu.be/YfdkwNaVRMs,アラカクの試合の見方です。 動画粗くて悪いです。 だいなvsイベルト・キューミのフルの試合も載せときます！！ Full Fight！だいな🆚イベルト・キューミ https://youtu.be/guSWYDfnwlY アラカク知らない人にアラカク話してみた（前編） https://youtu.be/molvOpEROH4 アラカク知らない人にアラカク話してみた（後編） https://youtu.be/hCMMD8MEiso アラカク知ってる人にアラカク話してみた その① h...,high,YouTube description source document is available for this video.
video-source-0065,youtube_u6b6drse9d0,【緊急動画①】アラカクの説明の仕方（概要欄を是非）,youtube_description:youtube_u6b6drse9d0,youtube_description,youtube_u6b6drse9d0,【緊急動画①】アラカクの説明の仕方（概要欄を是非）,https://www.youtube.com/watch?v=U6b6DrSe9d0,youtube_url:5,https://youtu.be/molvOpEROH4 | https://youtu.be/hCMMD8MEiso | https://youtu.be/WvN2b1O8SGA | https://youtu.be/YfdkwNaVRMs | https://youtu.be/LFwrWUKZCYw,アラカクをどうすれば短く伝えることができるのか。 アラカクファミリーとの緊急会議動画です。 過去のアラカク説明動画です⬇️ アラカク知らない人にアラカク話してみた（前編） https://youtu.be/molvOpEROH4 アラカク知らない人にアラカク話してみた（後編） https://youtu.be/hCMMD8MEiso アラカク知ってる人にアラカク話してみた その① https://youtu.be/WvN2b1O8SGA アラカク知ってる人にアラカク話してみた...,high,YouTube description source document is available for this video.
video-source-0066,youtube_brsv2jpffak,【概要欄見て】まによんpresentsアラカクライブNo.15［第７回MAXバウトライト級GP FINAL］,youtube_description:youtube_brsv2jpffak,youtube_description,youtube_brsv2jpffak,【概要欄見て】まによんpresentsアラカクライブNo.15［第７回MAXバウトライト級GP FINAL］,https://www.youtube.com/watch?v=bRsV2jPffak,event:5 | youtube_url:2,🔥前回のアラカクライブ🔥 | まによんpresents アラカクライブNo.14【第７回MAXバウトライト級GPベスト8抽選会】 | https://youtu.be/yN9h0C5MDHM?si=YD61ICJwy60Fhjy5 | 🔥その前のアラカクライブ🔥 | まによんpresents アラカクライブNo.13【第７回MAXバウトライト級GP抽選会】,アラカクはライブで観るのが一番です！！ でも遠くて行けない、用事で行けなかった、行きたいけどこわくて行けなかったとゆう方へほぼノーカットでアップします。＊使用不可な曲は変えてます。 ⚠️こちらは配信用ではないので見えづらく音声も良くないです。 雰囲気だけでもお楽しみください。 この動画で楽しめたあなたは会場だと100倍楽しめます❗️ 次回お待ちしてます🙇‍♂️ 🔥前回のアラカクライブ🔥 まによんpresents アラカクライブNo.14【第７回MAXバウトライト級GPベスト8...,high,YouTube description source document is available for this video.
video-source-0067,youtube_4tzgvgx7cg8,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！ミサ・ウィル・ジョーvsルージュド・スターリー,youtube_description:youtube_4tzgvgx7cg8,youtube_description,youtube_4tzgvgx7cg8,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！ミサ・ウィル・ジョーvsルージュド・スターリー,https://www.youtube.com/watch?v=4TzgvgX7cG8,event:4 | result:1,①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 | 『アラカクライブNo.15【第７回MAXバウトライト級GP FINAL】』 | 【MAXバウトスペシャルワンマッチ大会】 | ⑧タイトル | 第4回MAXバウトミドル級GP優勝,【告知】 ①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 ② 『アラカクイズ』 【日程】2025年3月31日（土） 【会場】新宿バティオス 【開場】16時45分 【開演】17時00分 【料金】前売り予約1000円／当日1500円 アラカクのテストです！ https://tiget.net/events/380399 ③まによんpresents 『アラカクライブNo.15【第７回M...,high,YouTube description source document is available for this video.
video-source-0068,youtube_lzu1p7ujdos,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！テール・ジャンクvsタイプ・ジー,youtube_description:youtube_lzu1p7ujdos,youtube_description,youtube_lzu1p7ujdos,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！テール・ジャンクvsタイプ・ジー,https://www.youtube.com/watch?v=lZu1p7UJdos,event:4 | result:1,①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 | 『アラカクライブNo.15【第７回MAXバウトライト級GP FINAL】』 | 【MAXバウトスペシャルワンマッチ大会】 | ⑧タイトル | 第２回３回５回MAXバウトミドル級GP優勝,【告知】 ①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 ② 『アラカクイズ』 【日程】2025年3月31日（土） 【会場】新宿バティオス 【開場】16時45分 【開演】17時00分 【料金】前売り予約1000円／当日1500円 アラカクのテストです！ https://tiget.net/events/380399 ③まによんpresents 『アラカクライブNo.15【第７回M...,high,YouTube description source document is available for this video.
video-source-0069,youtube_cgzqssiwtgw,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！ダイス・ヴォルケードvsライン・デュオ,youtube_description:youtube_cgzqssiwtgw,youtube_description,youtube_cgzqssiwtgw,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！ダイス・ヴォルケードvsライン・デュオ,https://www.youtube.com/watch?v=cGZQsSiwTGw,event:3 | result:1,①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 | 『アラカクライブNo.15【第７回MAXバウトライト級GP FINAL】』 | 【MAXバウトスペシャルワンマッチ大会】 | ⑧タイトル,【告知】 ①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 ② 『アラカクイズ』 【日程】2025年3月31日（土） 【会場】新宿バティオス 【開場】16時45分 【開演】17時00分 【料金】前売り予約1000円／当日1500円 アラカクのテストです！ https://tiget.net/events/380399 ③まによんpresents 『アラカクライブNo.15【第７回M...,high,YouTube description source document is available for this video.
video-source-0070,youtube_7jwrin5qehm,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！かべいvsさかえだ,youtube_description:youtube_7jwrin5qehm,youtube_description,youtube_7jwrin5qehm,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！かべいvsさかえだ,https://www.youtube.com/watch?v=7jWRin5QehM,event:3 | result:1,①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 | 『アラカクライブNo.15【第７回MAXバウトライト級GP FINAL】』 | 【MAXバウトスペシャルワンマッチ大会】 | ⑧タイトル,【告知】 ①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 ② 『アラカクイズ』 【日程】2025年3月31日（土） 【会場】新宿バティオス 【開場】16時45分 【開演】17時00分 【料金】前売り予約1000円／当日1500円 アラカクのテストです！ https://tiget.net/events/380399 ③まによんpresents 『アラカクライブNo.15【第７回M...,high,YouTube description source document is available for this video.
video-source-0071,youtube_vbacvhixam4,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！おとさわvsらんちゃーすがや,youtube_description:youtube_vbacvhixam4,youtube_description,youtube_vbacvhixam4,【概要欄見て】MAXバウトスペシャルワンマッチ大会見どころ動画！おとさわvsらんちゃーすがや,https://www.youtube.com/watch?v=VBACVHiXAm4,event:3 | result:1,①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 | 『アラカクライブNo.15【第７回MAXバウトライト級GP FINAL】』 | 【MAXバウトスペシャルワンマッチ大会】 | ⑧タイトル,【告知】 ①2月27日（木）19時からこのチャンネルでアラカク試合観戦配信12でMAXバウトスペシャルワンマッチ大会をやります❗️この大会の見どころです。 ② 『アラカクイズ』 【日程】2025年3月31日（土） 【会場】新宿バティオス 【開場】16時45分 【開演】17時00分 【料金】前売り予約1000円／当日1500円 アラカクのテストです！ https://tiget.net/events/380399 ③まによんpresents 『アラカクライブNo.15【第７回M...,high,YouTube description source document is available for this video.
video-source-0072,youtube_eddeflnklfy,【概要欄絶対に見て】第7回MAXバウトライト級GP［Aブロック第四試合］コルト・アプローvsだいなの見どころ動画,youtube_description:youtube_eddeflnklfy,youtube_description,youtube_eddeflnklfy,【概要欄絶対に見て】第7回MAXバウトライト級GP［Aブロック第四試合］コルト・アプローvsだいなの見どころ動画,https://www.youtube.com/watch?v=eDdeFlNKlfY,event:5 | result:1 | youtube_url:3,🚨アラカクライブ（勉強用）⬇️ | https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 | ⚠️アラカクライブ詳細、チケット情報🎫 | 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 | ☆第7回MAXバウトライト級GP,🚨アラカクライブ（勉強用）⬇️ https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 ⚠️アラカクライブ詳細、チケット情報🎫 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 【日程】2023年9月27日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【料金】前売り予約1500円／当日2000円 説明一切無し！試合を見るだけのアラカクだ！アラカク！！ ご予約⬇️ https:...,high,YouTube description source document is available for this video.
video-source-0073,youtube_zoa9z26fng0,【概要欄絶対に見て】第7回MAXバウトライト級GP［Aブロック第二試合］くわしおvsブルーワンの見どころ動画,youtube_description:youtube_zoa9z26fng0,youtube_description,youtube_zoa9z26fng0,【概要欄絶対に見て】第7回MAXバウトライト級GP［Aブロック第二試合］くわしおvsブルーワンの見どころ動画,https://www.youtube.com/watch?v=ZoA9Z26FNG0,event:4 | result:1 | youtube_url:3,🚨アラカクライブ（勉強用）⬇️ | https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 | ⚠️アラカクライブ詳細、チケット情報🎫 | 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 | ☆第7回MAXバウトライト級GP,🚨アラカクライブ（勉強用）⬇️ https://youtu.be/Q950wPcZuME?si=cA3Epe_CGLOq9Cb8 ⚠️アラカクライブ詳細、チケット情報🎫 『アラカク試合だけのライブNo.1【第7回MAXバウトライト級GP一回戦】』 【日程】2023年9月27日（金） 【会場】新宿ハイジアV1 【開場】19時15分 【開演】19時30分 【料金】前売り予約1500円／当日2000円 説明一切無し！試合を見るだけのアラカクだ！アラカク！！ ご予約⬇️ https:...,high,YouTube description source document is available for this video.
