bout_id,event_id,promotion_id,bout_order,division,weight_class_id,bout_type,fighter_a_id,fighter_a,fighter_a_corner,fighter_b_id,fighter_b,fighter_b_corner,winner_id,winner,loser_id,loser,round,time,method_raw,method_normalized,technique,decision_score,is_title_bout,title_id,title_result,title_note,source_article_id,notes,result_status,inferred_from_video_id,inferred_from_video_title,inferred_confidence
target-102-2ulafpwgt9q,target-102,target,2,ライト級,lightweight,one_match,kitamura,きたむら,,tsukurihara,つくりはら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_2ulafpwgt9q,【きたむらvsつくりはら】（煽り映像付き）フルファイト！ターゲットNo.102 ライト級ワンマッチ,high
target-103-a2gy9ardmwu,target-103,target,8,ミドル級,middleweight,one_match,kintoki,きんとき,,zamon,ザモン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_a2gy9ardmwu,【きんときvsザモン】フルファイト！ターゲットNo.103ミドル級ワンマッチ,high
target-102-kb_ww6hufqg,target-102,target,1,ミドル級,middleweight,video_catalog_bout,kazeno,かぜの,,kodama,こだま,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_kb_ww6hufqg,【かぜのvsこだま】フルファイト！ターゲットNo.102 ミドル級ワンマッチ,high
target-103-1meeptyfns,target-103,target,7,ミドル級,middleweight,one_match,kabei,かべい,,frank_dakuta,フランク・ダクタ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_1meeptyfns,【かべいvsフランク・ダクタ】フルファイト！ターゲットNo.103ミドル級ワンマッチ,high
emperor-119-5dmafndwhxg,emperor-119,emperor,2,ミドル級,middleweight,video_catalog_bout,fighter_b23cf227ff,ダートソン,,fighter_468bc73db5,ガネルソン・シャル・ワー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_5dmafndwhxg,【ダートソンvsガネルソン・シャル・ワー】エンペラーNo.119ミドル級ワンマッチ（クロコップ荒木の実況付きフルファイト！！）,high
target-101-np5jzwchxi0,target-101,target,3,ミドル級,middleweight,video_catalog_bout,zamon,ザモン,,aurora_devil,オーロラデビル,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_np5jzwchxi0,【クロコップ荒木の実況付き】フルファイト！ザモンvsオーロラデビル　ターゲットNo.101 ミドル級ワンマッチ,high
target-101-0nt8ufrwimc,target-101,target,2,ライト級,lightweight,video_catalog_bout,kabuto,かぶと,,fighter_020b361a38,イベルト・キューミ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_0nt8ufrwimc,【クロコップ荒木の実況付き】フルファイト！かぶとvsイベルト・キューミ　ターゲットNo.101 ライト級ワンマッチ,high
target-101-ttl61cvhxrw,target-101,target,1,ミドル級,middleweight,video_catalog_bout,kabei,かべい,,fighter_7e5c52a901,ラミロ・コーテ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ttl61cvhxrw,【クロコップ荒木の実況付き】フルファイト！かべいvsラミーロ・コート ターゲットNo.101 ミドル級ワンマッチ,high
mh-39-zetalrxjn68,mh-39,mh,1,ミドル級,middleweight,video_catalog_bout,fighter_d9983ebeb3,クロノ・マリーケン,,fighter_392d495da8,ライン・デュオ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_zetalrxjn68,【クロノ・マリーケンvsライン・デュオ】フルファイト！マウンテン・ヒーローズNo.39ミドル級ワンマッチ,high
emperor-119-lieo6s_renc,emperor-119,emperor,1,ミドル級,middleweight,one_match,fighter_e590e4eb0f,アトゥリうえはら,,fighter_3c507e2d6d,エス・ガリオン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_lieo6s_renc,【アトゥリうえはらvsエス・ガリオン】エンペラーNo.119ミドル級ワンマッチ（クロコップ荒木の実況付きフルファイト！！）,high
target-103-0vt0j0l9jja,target-103,target,6,ミドル級,middleweight,one_match,aribel_aribera,アリベル・アリベラ,,washikaga,わしかが,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_0vt0j0l9jja,【アリベル・アリベラvsわしかが】フルファイト！ターゲットNo.103ミドル級ワンマッチ,high
max-bout-7-lightweight-gp-l0y4gy4llq0,max-bout-7-lightweight-gp,max_bout,11,ライト級,lightweight,tournament_bout,blue_one,ブルーワン,,fighter_25fddbaacc,ダブド・ガブリシャン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_l0y4gy4llq0,フルファイト！第７回MAXバウトライト級GP準決勝Ｂブロック ブルーワンvsダブド・ガブリシャン,high
max-bout-7-lightweight-gp-h3la4h4lfck,max-bout-7-lightweight-gp,max_bout,10,ライト級,lightweight,tournament_bout,max_gp,第７回 MAXバウトライト級GPＡブロック ランダーデビル,,fighter_82d519db98,イスカン・アステ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_h3la4h4lfck,フルファイト！第７回 MAXバウトライト級GPＡブロック ランダーデビルvsイスカン・アステ,high
max-bout-6-lightweight-tournament-surk9nnwoxi,max-bout-6-lightweight-tournament,max_bout,15,ライト級,lightweight,tournament_bout,colt_apro,コルト・アプロー,,frahm_gran,フラーム・グラン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_surk9nnwoxi,フルファイト！第６回 MAXバウトライト級トーナメント２回戦 第四試合　コルト・アプローvsフラーム・グラン,high
max-bout-6-lightweight-tournament-pvujuvxd4a4,max-bout-6-lightweight-tournament,max_bout,14,ライト級,lightweight,tournament_bout,blue_one,ブルーワン,,ice_tron,アイス・トロン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_pvujuvxd4a4,フルファイト！第６回 MAXバウトライト級トーナメント２回戦 第二試合　ブルーワンvsアイス・トロン,high
max-bout-6-lightweight-tournament-jdzqmwx4vg4,max-bout-6-lightweight-tournament,max_bout,13,ライト級,lightweight,tournament_bout,waku,わく,,fighter_4d6356d021,ゆめろう,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_jdzqmwx4vg4,フルファイト！第６回 MAXバウトライト級トーナメント２回戦 第三試合　わくvsゆめろう,high
max-bout-6-lightweight-tournament-oynlvwudspu,max-bout-6-lightweight-tournament,max_bout,12,ライト級,lightweight,tournament_bout,marco_fraser,マルコ・フレイザー,,lander_devil,ランダーデビル,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_oynlvwudspu,フルファイト！第６回 MAXバウトライト級トーナメント２回戦 第一試合　マルコ・フレイザーvsランダーデビル,high
max-bout-6-lightweight-tournament-z5lialvefc,max-bout-6-lightweight-tournament,max_bout,11,ライト級,lightweight,tournament_bout,fighter_062d57b5e3,第一試合 ランダーデビル,,blue_one,ブルーワン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_z5lialvefc,フルファイト！第６回 MAXバウトライト級トーナメント準決勝第一試合　ランダーデビルvsブルーワン（表記ミス→ランダーデビル34勝じゃなく24勝）,high
max-bout-6-lightweight-tournament-xxhhyfb8kq,max-bout-6-lightweight-tournament,max_bout,10,ライト級,lightweight,tournament_bout,fighter_e9dbb51256,第ニ試合 わく,,colt_apro,コルト・アプロー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_xxhhyfb8kq,フルファイト！第６回 MAXバウトライト級トーナメント準決勝第ニ試合　わくvsコルト・アプロー,high
max-bout-6-lightweight-tournament-41mou0pvo8w,max-bout-6-lightweight-tournament,max_bout,9,ライト級,lightweight,tournament_bout,blue_one,ブルーワン,,colt_apro,コルト・アプロー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_41mou0pvo8w,フルファイト！第６回 MAXバウトライト級トーナメント決勝　ブルーワンvsコルト・アプロー,high
max-bout-6-lightweight-tournament-9hosl10mklo,max-bout-6-lightweight-tournament,max_bout,8,ライト級,lightweight,tournament_bout,lander_devil,ランダーデビル,,rolling_jr,ローリングジュニア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_9hosl10mklo,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ｂブロック　ランダーデビルvsローリングジュニア,high
max-bout-6-lightweight-tournament-b3mm_ebk_my,max-bout-6-lightweight-tournament,max_bout,7,ライト級,lightweight,tournament_bout,blue_one,ブルーワン,,kitamura,きたむら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_b3mm_ebk_my,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ｂブロック　ブルーワンvsきたむら,high
max-bout-6-lightweight-tournament-eis5offdwks,max-bout-6-lightweight-tournament,max_bout,6,ライト級,lightweight,tournament_bout,frahm_gran,フラーム・グラン,,fighter_cdb8d47163,ワインセル,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_eis5offdwks,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ｂブロック　フラーム・グランvsワインセル,high
max-bout-6-lightweight-tournament-zp7rkliamr4,max-bout-6-lightweight-tournament,max_bout,5,ライト級,lightweight,tournament_bout,fighter_c6b52ed0b2,バン・ベルソーザ,,fighter_4d6356d021,ゆめろう,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_zp7rkliamr4,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ｂブロック　バン・ベルソーザvsゆめろう,high
max-bout-6-lightweight-tournament-3k_jsttv5wi,max-bout-6-lightweight-tournament,max_bout,4,ライト級,lightweight,tournament_bout,fighter_764b98c3bb,パットバミューダ,,ice_tron,アイス・トロン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_3k_jsttv5wi,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　パットバミューダvsアイス・トロン,high
max-bout-6-lightweight-tournament-gerbahnq_po,max-bout-6-lightweight-tournament,max_bout,3,ライト級,lightweight,tournament_bout,fighter_eddb8db316,ジョン・バレー,,waku,わく,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_gerbahnq_po,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　ジョン・バレーvsわく,high
max-bout-6-lightweight-tournament-mzffdb97ygw,max-bout-6-lightweight-tournament,max_bout,2,ライト級,lightweight,tournament_bout,colt_apro,コルト・アプロー,,fighter_c333ddf234,センサー・ファッジ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_mzffdb97ygw,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　コルト・アプローvsセンサー・ファッジ,high
max-bout-6-lightweight-tournament-lrsezu2mkwi,max-bout-6-lightweight-tournament,max_bout,1,ライト級,lightweight,tournament_bout,sangoku,さんごく,,marco_fraser,マルコ・フレイザー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_lrsezu2mkwi,フルファイト！第６回 MAXバウトライト級トーナメント一回戦Ａブロック　さんごくvsマルコ・フレイザー,high
max-bout-5-middleweight-tournament-sxu4xadywj4,max-bout-5-middleweight-tournament,max_bout,15,ミドル級,middleweight,tournament_bout,tail_junk,テール・ジャンク,,fighter_e15b590179,ゼット,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_sxu4xadywj4,フルファイト！第５回 MAXバウトミドル級トーナメント準決勝Ｂブロック　テール・ジャンクvsゼット,high
max-bout-5-middleweight-tournament-pzlpry9qwaw,max-bout-5-middleweight-tournament,max_bout,14,ミドル級,middleweight,tournament_bout,sakaeda,さかえだ,,misa_will_joe,ミサ・ウィル・ジョー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_pzlpry9qwaw,フルファイト！第５回 MAXバウトミドル級トーナメント準決勝Ａブロック　さかえだvsミサ・ウィル・ジョー,high
max-bout-5-middleweight-tournament-dhbctg1olfu,max-bout-5-middleweight-tournament,max_bout,13,ミドル級,middleweight,tournament_bout,misa_will_joe,ミサ・ウィル・ジョー,,tail_junk,テール・ジャンク,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_dhbctg1olfu,フルファイト！第５回 MAXバウトミドル級トーナメント決勝　ミサ・ウィル・ジョーvsテール・ジャンク,high
max-bout-5-middleweight-tournament-veyyj1akdtc,max-bout-5-middleweight-tournament,max_bout,12,ミドル級,middleweight,tournament_bout,tail_junk,テール・ジャンク,,rouged_starry,ルージュド・スターリー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_veyyj1akdtc,フルファイト！第５回 MAXバウトミドル級トーナメント二回戦Ａブロック　テール・ジャンクvsルージュド・スターリー,high
max-bout-5-middleweight-tournament-szekaoaieb8,max-bout-5-middleweight-tournament,max_bout,11,ミドル級,middleweight,tournament_bout,fighter_5d7998006d,ダイス・ヴォルケード,,misa_will_joe,ミサ・ウィル・ジョー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_szekaoaieb8,フルファイト！第５回 MAXバウトミドル級トーナメント二回戦Ａブロック　ダイス・ヴォルケードvsミサ・ウィル・ジョー,high
max-bout-5-middleweight-tournament-zmcyei8g3mi,max-bout-5-middleweight-tournament,max_bout,10,ミドル級,middleweight,tournament_bout,sakaeda,さかえだ,,fighter_d9983ebeb3,クロノ・マリーケン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_zmcyei8g3mi,フルファイト！第５回 MAXバウトミドル級トーナメント二回戦Ａブロック　さかえだvsクロノ・マリーケン,high
max-bout-5-middleweight-tournament-vvxae1wlsxm,max-bout-5-middleweight-tournament,max_bout,9,ミドル級,middleweight,tournament_bout,kabei,かべい,,fighter_e15b590179,ゼット,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_vvxae1wlsxm,フルファイト！第５回 MAXバウトミドル級トーナメント二回戦Ａブロック　かべいvsゼット,high
max-bout-5-middleweight-tournament-w882wsm09lc,max-bout-5-middleweight-tournament,max_bout,8,ミドル級,middleweight,tournament_bout,fighter_23a078dc11,トルー・パルドレス,,fighter_5d7998006d,ダイス・ヴォルケード,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_w882wsm09lc,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　トルー・パルドレスvsダイス・ヴォルケード,high
max-bout-5-middleweight-tournament-udtntbd9neu,max-bout-5-middleweight-tournament,max_bout,7,ミドル級,middleweight,tournament_bout,tail_junk,テール・ジャンク,,rancher_sugaya,らんちゃーすがや,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_udtntbd9neu,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　テール・ジャンクvsらんちゃーすがや,high
max-bout-5-middleweight-tournament-4a_ucjfzwra,max-bout-5-middleweight-tournament,max_bout,6,ミドル級,middleweight,tournament_bout,fighter_d9983ebeb3,クロノ・マリーケン,,gitamin_aaron,ギタミン・アーロン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_4a_ucjfzwra,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　クロノ・マリーケンvsギタミン・アーロン,high
max-bout-5-middleweight-tournament-7rixgvx9na,max-bout-5-middleweight-tournament,max_bout,5,ミドル級,middleweight,tournament_bout,sakaeda,さかえだ,,fighter_e9d2feca82,ミハエル・ボタルニカ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_7rixgvx9na,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ｂブロック　さかえだvsミハエル・ボタルニカ,high
max-bout-5-middleweight-tournament-mnp9fbyafra,max-bout-5-middleweight-tournament,max_bout,4,ミドル級,middleweight,tournament_bout,rouged_starry,ルージュド・スターリー,,fighter_31e0efe5d2,シガー・ユーナイム,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_mnp9fbyafra,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　ルージュド・スターリーvsシガー・ユーナイム,high
max-bout-5-middleweight-tournament-voqcotsamwi,max-bout-5-middleweight-tournament,max_bout,3,ミドル級,middleweight,tournament_bout,misa_will_joe,ミサ・ウィル・ジョー,,fighter_8d86ebfe6f,ヘル・ラッサー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_voqcotsamwi,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　ミサ・ウィル・ジョーvsヘル・ラッサー,high
max-bout-5-middleweight-tournament-fynnomuod1i,max-bout-5-middleweight-tournament,max_bout,2,ミドル級,middleweight,tournament_bout,fighter_b9115f2d71,チャールス・ブランディン,,kabei,かべい,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_fynnomuod1i,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　チャールス・ブランディンvsかべい,high
max-bout-5-middleweight-tournament-lj_cbs1xmiq,max-bout-5-middleweight-tournament,max_bout,1,ミドル級,middleweight,tournament_bout,otosawa,おとさわ,,fighter_e15b590179,ゼット,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_lj_cbs1xmiq,フルファイト！第５回 MAXバウトミドル級トーナメント一回戦Ａブロック　おとさわvsゼット,high
max-bout-7-lightweight-tournament-irt8ikcjj4i,max-bout-7-lightweight-tournament,max_bout,12,ライト級,lightweight,tournament_bout,fighter_25fddbaacc,ダブド・ガブリシャン,,rolling_jr,ローリングジュニア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_irt8ikcjj4i,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Bブロック ダブド・ガブリシャンvsローリングジュニア,high
max-bout-7-lightweight-tournament-ysyzts9p7uo,max-bout-7-lightweight-tournament,max_bout,11,ライト級,lightweight,tournament_bout,colt_apro,コルト・アプロー,,blue_one,ブルーワン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ysyzts9p7uo,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Bブロック コルト・アプローvsブルーワン,high
max-bout-7-lightweight-tournament-mzsxwh_pvtq,max-bout-7-lightweight-tournament,max_bout,10,ライト級,lightweight,tournament_bout,fighter_82d519db98,イスカン・アステ,,marco_fraser,マルコ・フレイザー,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_mzsxwh_pvtq,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Aブロック イスカン・アステvsマルコ・フレイザー,high
max-bout-7-lightweight-tournament-x1t1w3rqpb0,max-bout-7-lightweight-tournament,max_bout,9,ライト級,lightweight,tournament_bout,tsukurihara,つくりはら,,lander_devil,ランダーデビル,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_x1t1w3rqpb0,フルファイト！第7回 MAXバウトライト級トーナメント二回戦Aブロック つくりはらvsランダーデビル,high
max-bout-7-lightweight-tournament-6cc4iyh_ejy,max-bout-7-lightweight-tournament,max_bout,8,ライト級,lightweight,tournament_bout,marco_fraser,マルコ・フレイザー,,fighter_cdb8d47163,ワインセル,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_6cc4iyh_ejy,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック マルコ・フレイザーvsワインセル,high
max-bout-7-lightweight-tournament-u8b1_0fnkx8,max-bout-7-lightweight-tournament,max_bout,6,ライト級,lightweight,tournament_bout,waku,わく,,rolling_jr,ローリングジュニア,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_u8b1_0fnkx8,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック わくvsローリングジュニア,high
max-bout-7-lightweight-tournament-us8ne3rhqsq,max-bout-7-lightweight-tournament,max_bout,5,ライト級,lightweight,tournament_bout,sangoku,さんごく,,fighter_25fddbaacc,ダブド・ガブリシャン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_us8ne3rhqsq,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック さんごくvsダブド・ガブリシャン,high
max-bout-7-lightweight-tournament-gj_hwkw33s,max-bout-7-lightweight-tournament,max_bout,7,ライト級,lightweight,tournament_bout,fighter_82d519db98,イスカン・アステ,,kitamura,きたむら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_gj_hwkw33s,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Bブロック イスカン・アステvsきたむら,high
max-bout-7-lightweight-tournament-4bnoht7mgww,max-bout-7-lightweight-tournament,max_bout,4,ライト級,lightweight,tournament_bout,lander_devil,ランダーデビル,,fighter_a5b1c7ad26,キマイラ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_4bnoht7mgww,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック ランダーデビルvsキマイラ,high
max-bout-7-lightweight-tournament-dkhrnaaksho,max-bout-7-lightweight-tournament,max_bout,3,ライト級,lightweight,tournament_bout,colt_apro,コルト・アプロー,,daina,だいな,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_dkhrnaaksho,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック コルト・アプローvsだいな,high
max-bout-7-lightweight-tournament-hmig9qnqcp8,max-bout-7-lightweight-tournament,max_bout,2,ライト級,lightweight,tournament_bout,tsukurihara,つくりはら,,fighter_30b7a4a468,ステシエン・チェット,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_hmig9qnqcp8,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック つくりはらvsステシエン・チェット,high
max-bout-7-lightweight-tournament-23ui9dcnmle,max-bout-7-lightweight-tournament,max_bout,1,ライト級,lightweight,tournament_bout,kuwashio,くわしお,,blue_one,ブルーワン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_23ui9dcnmle,フルファイト！第7回 MAXバウトライト級トーナメント一回戦Aブロック くわしおvsブルーワン,high
max-bout-7-lightweight-gp-lk45sjahdk0,max-bout-7-lightweight-gp,max_bout,9,ライト級,lightweight,tournament_bout,lander_devil,ランダーデビル,,blue_one,ブルーワン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_lk45sjahdk0,フルファイト！第7回 MAXバウトライト級GP決勝　ランダーデビルvsブルーワン,high
emperor-110-eqlubfqon_q,emperor-110,emperor,5,ミドル級,middleweight,one_match,fighter_d698e2e0fb,ヴァン・ブルックス,,fighter_5d7998006d,ダイス・ヴォルケード,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_eqlubfqon_q,フルファイト！ヴァン・ブルックスvsダイス・ヴォルケード エンペラーNo.110 ミドル級ワンマッチ,high
emperor-114-ckhfjmv2gfe,emperor-114,emperor,5,ミドル級,middleweight,one_match,fighter_d698e2e0fb,ヴァン・ブルックス,,fighter_e590e4eb0f,アトゥリうえはら,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ckhfjmv2gfe,フルファイト！ヴァン・ブルックスvsアトゥリうえはら エンペラーNo.114 ミドル級ワンマッチ,high
target-88-jfai2e7nwcw,target-88,target,3,ライト級,lightweight,one_match,fighter_cdb8d47163,ワインセル,,harris_orbick,ハリス・オルビック,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_jfai2e7nwcw,フルファイト！ワインセルvsハリス・オルビック ターゲットNo.88 ライト級ワンマッチ,high
target-95-m3upkoczyo4,target-95,target,5,ライト級,lightweight,one_match,fighter_cdb8d47163,ワインセル,,no_95,センサー・ファッジ No.95,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_m3upkoczyo4,フルファイト！ワインセルvsセンサー・ファッジ　No.95 ライト級ワンマッチ,medium
target-93-14fzpah41t0,target-93,target,6,ライト級,lightweight,one_match,fighter_cdb8d47163,ワインセル,,fighter_020b361a38,イベルト・キューミ,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_14fzpah41t0,フルファイト！ワインセルvsイベルト・キューミ ターゲットNo.93 ライト級ワンマッチ,high
target-100-cnizik34mxe,target-100,target,8,ライト級,lightweight,one_match,fighter_cdb8d47163,ワインセル,,daina,だいな,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_cnizik34mxe,フルファイト！ワインセルvsだいな ターゲットNo.100 ライト級ワンマッチ,high
target-98-13ob38c7t_8,target-98,target,4,ライト級,lightweight,one_match,fighter_cdb8d47163,ワインセル,,kyonai,きょうない,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_13ob38c7t_8,フルファイト！ワインセルvsきょうない ターゲットNo.98 ライト級ワンマッチ,high
mh-28-ohxh8yuitfy,mh-28,mh,3,ライト級,lightweight,one_match,rolling_jr,ローリングジュニア,,kuwashio,くわしお,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_ohxh8yuitfy,フルファイト！ローリングジュニアvsくわしお マウンテン・ヒーローズNo.28 ライト級ワンマッチ,high
mh-33-e0it_vkslzc,mh-33,mh,3,ライト級,lightweight,one_match,rolling_jr,ローリングジュニア,,fighter_25fddbaacc,ダブド・ガブリシャン,,,,,,,,,,,,false,,,,,勝敗・決着未入力。公式YouTube動画タイトルから抽出。,unknown,youtube_e0it_vkslzc,フルファイト！ローリングジュニアvsダブド・ガブリシャン マウンテン・ヒーローズNo.33 ライト級ワンマッチ,high
